adk.1	0	0	.	.	.
adk.10	0	0	.	.	.
adk.100	0	0	.	.	.
adk.1001	0	0	.	.	.
adk.1004	0	0	.	.	.
adk.1006	0	0	.	.	.
adk.1007	0	0	.	.	.
adk.1008	0	0	.	.	.
adk.1009	0	0	.	.	.
adk.101	0	0	.	.	.
adk.1011	0	0	.	.	.
adk.1012	0	0	.	.	.
adk.1013	0	0	.	.	.
adk.1014	0	0	.	.	.
adk.1015	0	0	.	.	.
adk.1016	0	0	.	.	.
adk.1017	0	0	.	.	.
adk.1018	0	0	.	.	.
adk.1019	0	0	.	.	.
adk.1020	0	0	.	.	.
adk.1021	0	0	.	.	.
adk.1025	0	0	.	.	.
adk.1026	0	0	.	.	.
adk.1029	0	0	.	.	.
adk.103	0	0	.	.	.
adk.1030	0	0	.	.	.
adk.1031	0	0	.	.	.
adk.1043	0	0	.	.	.
adk.1048	0	0	.	.	.
adk.1049	0	0	.	.	.
adk.1050	0	0	.	.	.
adk.1051	0	0	.	.	.
adk.1055	0	0	.	.	.
adk.1057	0	0	.	.	.
adk.1058	0	0	.	.	.
adk.1059	0	0	.	.	.
adk.1060	0	0	.	.	.
adk.1063	0	0	.	.	.
adk.1064	0	0	.	.	.
adk.1065	0	0	.	.	.
adk.108	0	0	.	.	.
adk.109	0	0	.	.	.
adk.11	0	0	.	.	.
adk.111	0	0	.	.	.
adk.112	0	0	.	.	.
adk.113	0	0	.	.	.
adk.115	0	0	.	.	.
adk.116	0	0	.	.	.
adk.117	0	0	.	.	.
adk.119	0	0	.	.	.
adk.12	0	0	.	.	.
adk.120	0	0	.	.	.
adk.121	0	0	.	.	.
adk.122	0	0	.	.	.
adk.123	0	0	.	.	.
adk.124	0	0	.	.	.
adk.125	0	0	.	.	.
adk.126	0	0	.	.	.
adk.127	0	0	.	.	.
adk.129	0	0	.	.	.
adk.13	0	0	.	.	.
adk.130	0	0	.	.	.
adk.131	0	0	.	.	.
adk.132	0	0	.	.	.
adk.133	0	0	.	.	.
adk.134	0	0	.	.	.
adk.135	0	0	.	.	.
adk.136	0	0	.	.	.
adk.137	0	0	.	.	.
adk.138	0	0	.	.	.
adk.14	0	0	.	.	.
adk.142	0	0	.	.	.
adk.143	0	0	.	.	.
adk.144	0	0	.	.	.
adk.145	0	0	.	.	.
adk.146	0	0	.	.	.
adk.147	0	0	.	.	.
adk.148	0	0	.	.	.
adk.15	0	0	.	.	.
adk.154	0	0	.	.	.
adk.157	0	0	.	.	.
adk.159	0	0	.	.	.
adk.16	0	0	.	.	.
adk.160	0	0	.	.	.
adk.162	0	0	.	.	.
adk.163	0	0	.	.	.
adk.164	0	0	.	.	.
adk.165	0	0	.	.	.
adk.166	0	0	.	.	.
adk.167	0	0	.	.	.
adk.168	0	0	.	.	.
adk.169	0	0	.	.	.
adk.17	0	0	.	.	.
adk.170	0	0	.	.	.
adk.171	0	0	.	.	.
adk.172	0	0	.	.	.
adk.173	0	0	.	.	.
adk.174	0	0	.	.	.
adk.175	0	0	.	.	.
adk.176	0	0	.	.	.
adk.177	0	0	.	.	.
adk.178	0	0	.	.	.
adk.179	0	0	.	.	.
adk.18	0	0	.	.	.
adk.180	0	0	.	.	.
adk.19	0	0	.	.	.
adk.193	0	0	.	.	.
adk.194	0	0	.	.	.
adk.195	0	0	.	.	.
adk.196	0	0	.	.	.
adk.197	0	0	.	.	.
adk.199	0	0	.	.	.
adk.2	0	0	.	.	.
adk.20	0	0	.	.	.
adk.200	0	0	.	.	.
adk.201	0	0	.	.	.
adk.202	0	0	.	.	.
adk.203	0	0	.	.	.
adk.204	0	0	.	.	.
adk.205	0	0	.	.	.
adk.206	0	0	.	.	.
adk.207	0	0	.	.	.
adk.208	0	0	.	.	.
adk.209	0	0	.	.	.
adk.21	0	0	.	.	.
adk.210	0	0	.	.	.
adk.211	0	0	.	.	.
adk.212	0	0	.	.	.
adk.213	0	0	.	.	.
adk.214	0	0	.	.	.
adk.215	0	0	.	.	.
adk.216	0	0	.	.	.
adk.217	0	0	.	.	.
adk.218	0	0	.	.	.
adk.219	0	0	.	.	.
adk.22	0	0	.	.	.
adk.220	0	0	.	.	.
adk.221	0	0	.	.	.
adk.222	0	0	.	.	.
adk.223	0	0	.	.	.
adk.224	0	0	.	.	.
adk.225	0	0	.	.	.
adk.227	0	0	.	.	.
adk.228	0	0	.	.	.
adk.229	0	0	.	.	.
adk.23	0	0	.	.	.
adk.230	0	0	.	.	.
adk.231	0	0	.	.	.
adk.232	0	0	.	.	.
adk.233	0	0	.	.	.
adk.236	0	0	.	.	.
adk.238	0	0	.	.	.
adk.24	0	0	.	.	.
adk.241	0	0	.	.	.
adk.242	0	0	.	.	.
adk.243	0	0	.	.	.
adk.244	0	0	.	.	.
adk.246	0	0	.	.	.
adk.25	0	0	.	.	.
adk.250	0	0	.	.	.
adk.251	0	0	.	.	.
adk.26	0	0	.	.	.
adk.260	0	0	.	.	.
adk.261	0	0	.	.	.
adk.262	0	0	.	.	.
adk.267	0	0	.	.	.
adk.268	0	0	.	.	.
adk.27	0	0	.	.	.
adk.270	0	0	.	.	.
adk.271	0	0	.	.	.
adk.272	0	0	.	.	.
adk.273	0	0	.	.	.
adk.274	0	0	.	.	.
adk.275	0	0	.	.	.
adk.276	0	0	.	.	.
adk.277	0	0	.	.	.
adk.278	0	0	.	.	.
adk.28	0	0	.	.	.
adk.280	0	0	.	.	.
adk.281	0	0	.	.	.
adk.282	0	0	.	.	.
adk.283	0	0	.	.	.
adk.285	0	0	.	.	.
adk.286	0	0	.	.	.
adk.288	0	0	.	.	.
adk.289	0	0	.	.	.
adk.29	0	0	.	.	.
adk.290	0	0	.	.	.
adk.291	0	0	.	.	.
adk.293	0	0	.	.	.
adk.294	0	0	.	.	.
adk.295	0	0	.	.	.
